Press,Reporter,Category,Submission Date,Submission Time,Last Edited Date,Last Edited Time,Article Title,Article Body,Size,url
People.cn,"Zhang Kaiwei, Liang Jun",Politics,20240627,1058,,,"Chinese premier urges counselors, researchers to contribute to national development","
Chinese Premier Li Qiang, also a member of the Standing Committee of the Political Bureau of the Communist Party of China Central Committee, poses for a group photo with newly appointed counselors of the State Council and researchers of the China Central Institute for Culture and History after presenting certificates to them, on June 26, 2024. (Xinhua/Rao Aimin)
BEIJING, June 26 (Xinhua) -- Chinese Premier Li Qiang has urged counselors of the State Council and researchers of the China Central Institute for Culture and History to give full play to their unique roles and contribute to the development of the cause of the Party and the country.
Li, also a member of the Standing Committee of the Political Bureau of the Communist Party of China Central Committee, made the remarks in a speech after he presented certificates to newly appointed counselors and researchers on Wednesday.
Since the establishment of the mechanisms, counselors and researchers have made positive contributions to the cause of the Party and the country for over 70 years, Li said.
Li urged counselors and researchers to carry out in-depth research, grasp the real situation of the economy, and offer their wisdom for the work of the government.
He called on them to carry forward fine traditional Chinese culture, create cultural masterpieces, and boost exchanges and mutual learning among civilizations.
Li also expressed the hope that counselors and researchers will give full play to their role as bridges to build extensive consensus and pool more strength for the nation's development.
",1573,http://en.people.cn/n3/2024/0627/c90000-20186321.html
People.cn,"Zhang Kaiwei, Liang Jun",Politics,20240627,1034,,,Political advisors urged to pool wisdom for innovation-driven development,"
Wang Huning, a member of the Standing Committee of the Political Bureau of the Communist Party of China Central Committee and chairman of the National Committee of the Chinese People's Political Consultative Conference (CPPCC), speaks at a Chairperson's Council meeting of the 14th CPPCC National Committee, which he also chairs, in Beijing, capital of China, June 26, 2024. (Xinhua/Shen Hong)
BEIJING, June 26 (Xinhua) -- Wang Huning, China's top political advisor, has called on relevant political advisors to do more research, deliver more suggestions and build consensus for the country's innovation-driven development and its strength in science and technology.
Wang, a member of the Standing Committee of the Political Bureau of the Communist Party of China Central Committee and chairman of the National Committee of the Chinese People's Political Consultative Conference (CPPCC), made the remarks at a Chairperson's Council meeting of the 14th CPPCC National Committee in Beijing on Wednesday, which he also chaired.
He urged national political advisors to conduct thorough studies and actively deliver suggestions on creating a strong sense of community for the Chinese nation and promoting high-quality development in ethnic minority areas.
Wang called for more suggestions from national political advisors regarding exchanges, cooperation and integrated development across the Taiwan Strait. He asked them to work harder to facilitate the promotion of Chinese culture and the forging of closer bond between compatriots through joint efforts of the two sides of the Strait.
A report on the work of the National Committee of the CPPCC in the first half of the year was deliberated and approved at the meeting. It will be delivered at the eighth session of the Standing Committee of the 14th CPPCC National Committee in late July.
",1840,http://en.people.cn/n3/2024/0627/c90000-20186306.html
People.cn,"Zhang Kaiwei, Liang Jun",Politics,20240627,1033,,,Chinese vice premier urges efforts to improve logistics sector,"
Chinese Vice Premier He Lifeng, also a member of the Political Bureau of the Communist Party of China Central Committee, visits Fuzhou Modern Logistics City in Fuzhou, capital of southeast China's Fujian Province, June 25, 2024. He made an investigation and research trip to Fuzhou on Tuesday. (Xinhua/Wei Peiquan)
FUZHOU, June 26 (Xinhua) -- Chinese Vice Premier He Lifeng has called for action to overhaul the logistics sector to facilitate the establishment of a unified domestic market.
He, also a member of the Political Bureau of the Communist Party of China Central Committee, made the remarks on Tuesday during an investigation and research trip to Fuzhou, the capital of east China's Fujian Province.
The senior official stressed the need to accelerate the construction of a high-standard logistics system and reduce logistics costs.
He said that local authorities should prioritize the protection of people's lives and assets during the flood season.
He also noted that necessity of inspecting transportation infrastructure such as subways and roads, as well as locations prone to geological hazards or urban waterlogging, and the necessity of stepping up preparations for emergency response work.
In the event of flooding, disaster relief measures should be taken immediately to restore normal life as soon as possible, He said.
",1341,http://en.people.cn/n3/2024/0627/c90000-20186305.html
People.cn,"Zhang Kaiwei, Liang Jun",Politics,20240627,1024,,,"Chinese vice premier urges all-out efforts in emergency response to floods, drought","
Chinese Vice Premier Zhang Guoqing, also a member of the Political Bureau of the Communist Party of China Central Committee, arranges flood prevention and disaster relief work at the national command headquarters for emergencies on June 26, 2024. (Xinhua/Yue Yuewei)
BEIJING, June 26 (Xinhua) -- Chinese Vice Premier Zhang Guoqing on Wednesday called for strenuous efforts in emergency response and disaster relief as floods and drought hit some parts of the country.
Zhang, also a member of the Political Bureau of the Communist Party of China Central Committee, said that targeted and concrete measures should be taken for areas hit by heavy rainfalls to ensure the safety of people's lives and property and social stability.
With the main rain belt moving northward and heavy rains making continuous and disastrous impact in some areas in the south, Zhang said the country was facing an extremely complicated and severe flood control situation as he stressed multi-pronged measures to deal with the situation.
He called for efforts to strengthen organizational leadership and overall coordination as well as deploy emergency personnel and materials in advance in order to be fully prepared for rescue and disaster relief in the event of destructed roads, damaged networks and power cuts.
Monitoring, forecasting and early warning should be beefed up and efforts should be made to ensure emergency communications stay smooth, he said.
He stressed the timely evacuation of people to safety if they face any potential threat, and strengthened monitoring of disaster-prone spots such as homes built on slopes, river work sites, tourist attractions, and guest houses in mountainous areas.
Inspection efforts should also cover high-risk points such as dangerous reservoirs and tailings dams to eliminate risks and hidden dangers in advance, Zhang said.
He added water projects should also be utilized scientifically in order to let them play a better role in flood and drought response coordination.
",1998,http://en.people.cn/n3/2024/0627/c90000-20186299.html
People.cn,"Zhang Kaiwei, Liang Jun",Politics,20240627,1013,,,No one can take away Taiwan compatriots' right to learn Chinese culture: mainland spokesperson,"
Zhu Fenglian, spokesperson for the Taiwan Affairs Office of the State Council, takes questions at a regular press conference in Beijing, capital of China, June 26, 2024. (Xinhua/Chen Yehua)
BEIJING, June 26 (Xinhua) -- A mainland spokesperson on Wednesday stressed that no one can take away Taiwan compatriots' right to receive education on Chinese culture and learn about the history of the Chinese nation.
Zhu Fenglian, spokesperson for the Taiwan Affairs Office of the State Council, made the remarks at a regular press conference in response to a media query regarding recent criticism of the current school curriculum guidelines in Taiwan, which have removed plenty of content of Chinese history and culture.
The ""toxic curriculum guidelines"" promoted by the Democratic Progressive Party authorities are misleading juveniles in Taiwan away from their cultural roots, which has raised deep concerns among the public, Zhu said.
She stressed that compatriots on both sides of the Taiwan Strait are part of the Chinese nation and Chinese culture is their mutual spiritual lifeblood.
Zhu welcomed Taiwan compatriots, especially juveniles, to travel to the mainland and visit places where classical Chinese literature works were written and key historical events in Chinese history took place.
""Whatever has been erased in textbooks in Taiwan can be found, seen, and experienced on the mainland,"" she said.
Zhu said that many internet influencers in Taiwan had shared their experiences of travelling on the mainland via videos, which have enhanced mutual understanding between compatriots from the two sides of the Strait.
She also noted that mainland dramas such as ""Fan Hua"" (or ""Blossoms Shanghai"") and ""Qing Yu Nian"" (or ""Joy of Life"") had made a hit among audiences in Taiwan. ""We hope that cross-Strait exchanges of personnel and in other fields can be normalized as soon as possible so that entertainers from both sides of the Strait can make smooth exchanges and provide audiences with more good works,"" she said.
",2022,http://en.people.cn/n3/2024/0627/c90000-20186293.html
People.cn,"Zhang Kaiwei, Liang Jun",Politics,20240627,1011,,,Top legislator urges lawmakers to contribute to work of people's congresses in new era,"
Zhao Leji, a member of the Standing Committee of the Political Bureau of the Communist Party of China Central Committee and chairman of the National People's Congress (NPC) Standing Committee, speaks at a lawmakers' symposium held on the sidelines of an NPC Standing Committee session, on June 26, 2024. (Xinhua/Liu Weibing)
BEIJING, June 26 (Xinhua) -- China's top legislator, Zhao Leji, on Wednesday urged Chinese lawmakers to enhance their abilities to perform duties, and contribute their knowledge and strength to the work of people's congresses in the new era.
Zhao, a member of the Standing Committee of the Political Bureau of the Communist Party of China Central Committee and chairman of the National People's Congress (NPC) Standing Committee, made the remarks at a lawmakers' symposium held on the sidelines of an NPC Standing Committee session.
At the symposium, Zhao listened to suggestions put forward by lawmakers on topics including strengthening the review of the budget and final accounts of the NPC and revising the cultural relics protection law. He also had fruitful discussions with them.
Zhao called on deputies to people's congresses to fully leverage their professional expertise, and learn about people's thoughts and expectations through inspection, research, discussions, and visits, thus promoting the solution of prominent issues of public concern in accordance with the law.
He also urged them to select key issues for in-depth research based on the industries they are engaged in or familiar with, and put forward valuable suggestions when participating in related work.
Stressing enhancing the abilities of lawmakers and improving training for them, Zhao noted that revising the Law on Deputies to the National People's Congress and to the Local People's Congresses at Various Levels has been included in this year's legislative work plan.
He said that full attention should be given to the opinions and suggestions from lawmakers, and the systems and mechanisms for their work should be further improved.
",2041,http://en.people.cn/n3/2024/0627/c90000-20186292.html
People.cn,"Zhang Kaiwei, Liang Jun",Politics,20240627,954,,,"Mainland spokesperson slams Lai Ching-te's ""Taiwan independence"" fallacy","BEIJING, June 26 (Xinhua) -- A Chinese mainland spokesperson on Wednesday denounced remarks by Taiwan's new leader Lai Ching-te that the two sides of the Taiwan Strait ""are not subordinate to each other,"" noting that his comments are a typical ""Taiwan independence"" fallacy.
Zhu Fenglian, spokesperson for the Taiwan Affairs Office of the State Council, made the statement in response to a question about Lai's recent interview with TIME magazine, during which he sells the ""not subordinate"" claim.
The mainland and Taiwan both belong to one and the same China, and Taiwan is a part of China. This fact cannot and will never be changed, Zhu said. She also criticized Lai's remarks as being false and lacking both historical and legal basis, while only serving to expose his separatist intentions.
Concerning cross-Strait exchanges and cooperation, Zhu said the mainland always supports and promotes dialogue and consultation between the two sides of the Strait based on the ""1992 Consensus,"" thereby actively enhancing cross-Strait exchanges and cooperation.
""The root cause hindering cross-Strait communication lies in the Democratic Progressive Party authorities' stubborn adherence to the 'Taiwan independence' separatist stance and their refusal to acknowledge the '1992 Consensus,'"" Zhu said.
The spokesperson added that Lai, while claiming to promote the people's well-being and a future of peace and common prosperity on both sides of the Strait, is instead repeatedly advocating the ""two states"" theory, inciting cross-Strait confrontation and seeking separatist schemes.
""Condoning such moves will undoubtedly bring huge disasters to Taiwan compatriots,"" she said.
",1674,http://en.people.cn/n3/2024/0627/c90000-20186282.html
People.cn,"Zhang Kaiwei, Liang Jun",Politics,20240627,829,,,Senior Chinese lawmakers meet to hear bill deliberation reports,"
Zhao Leji, chairman of the National People's Congress (NPC) Standing Committee, presides over the 27th meeting of the Council of Chairpersons of the 14th NPC Standing Committee at the Great Hall of the People in Beijing, capital of China, June 26, 2024. (Xinhua/Liu Weibing)
BEIJING, June 26 (Xinhua) -- Senior Chinese lawmakers met on Wednesday to hear reports on bill deliberations during the ongoing legislative session.
The meeting of the Council of Chairpersons of the National People's Congress (NPC) Standing Committee was presided over by Zhao Leji, chairman of the NPC Standing Committee.
The meeting heard reports on the deliberation of bills during the session, including suggestions for modifying a draft law on rural collective economic organizations and draft revisions to the frontier health and quarantine law.
Based on the deliberations, revisions have been made to relevant draft normative documents, and draft legal decisions have been prepared.
The meeting decided to submit the updated normative documents to the ongoing session of the NPC Standing Committee for review.
",1093,http://en.people.cn/n3/2024/0627/c90000-20186107.html
People.cn,"Zhang Kaiwei, Liang Jun",Politics,20240627,810,,,Chinese premier chairs State Council executive meeting,"BEIJING, June 26 (Xinhua) -- Chinese Premier Li Qiang on Wednesday presided over a State Council executive meeting to hear a report on promoting the building of a beautiful China, study work on foreign capital utilization, and mull ways to strengthen the training of skilled personnel.
The meeting adopted guidelines on bolstering the nursing workforce and optimizing nursing services, and draft rules on implementing the Law on Guarding State Secrets.
It noted that China's ecological environment has seen continued improvement, and called for efforts to coordinate pollution reduction with carbon reduction and work to keep skies blue, waters clear and lands pollution-free.
Policy coordination should be strengthened to integrate work toward the carbon goals and ecological protection with the expansion of investment and consumption, and with the cultivation of growth drivers, according to the meeting.
It also highlighted the important role of foreign-funded enterprises in fostering China's new development paradigm, and urged further measures to attract and utilize foreign capital.
China will expand its opening-up of key areas, optimize policy implementation, facilitate foreign investment further, and renew its catalogue of industries encouraging foreign investment, the meeting said.
On the training of skilled personnel, the meeting ordered efforts to strengthen research on the job market to cultivate skilled talent that is in short supply and in demand among enterprises.
Efforts should be made to step up policy support, make good use of funds such as training subsidies, and enhance employment services for key groups such as college graduates and migrant workers, the meeting said.
It urged efforts to strengthen the nursing workforce and optimize nursing services to meet the people's demand for medical services, and ordered efforts to attract more talent to the nursing sector.
It also stressed the importance of guarding state secrets in accordance with laws and regulations, and called for measures to eliminate related hidden dangers and plug loopholes in a timely manner.
",2099,http://en.people.cn/n3/2024/0627/c90000-20186082.html
People.cn,"Zhang Kaiwei, Liang Jun",Politics,20240626,1513,,,Xi calls for promoting common prosperity in ethnic areas,"BEIJING, June 26 (Xinhua) -- Chinese President Xi Jinping has called for sustained efforts to promote high-quality development and common prosperity in areas with large ethnic minority populations.
Xi, also general secretary of the Communist Party of China Central Committee and chairman of the Central Military Commission, made the remarks in a reply letter to people in Jingning She Autonomous County, east China's Zhejiang Province.
Established in 1984, Jingning is China's sole autonomous county of the She ethnic group. The population of the She ethnic group stood at 18,410 at the end of last year, roughly 11 percent of the county's total.
The county's Party and government authorities recently sent a letter to Xi, highlighting Jingning's achievements over the past 40 years and vowing to take the lead in promoting common prosperity in ethnic regions.
Commending the accomplishments of the 40-year-old county, Xi said he is happy to know that people of all ethnic groups are leading better lives.
He encouraged Jingning to continue to uphold fine traditions, strengthen ethnic unity, and leverage its unique advantages to usher in a new chapter of development.
",1170,http://en.people.cn/n3/2024/0626/c90000-20185954.html
People.cn,"Zhang Kaiwei, Liang Jun",Politics,20240626,1033,,,China mulls law revision to boost green development of mining sector,"BEIJING, June 25 (Xinhua) -- Chinese lawmakers are considering a draft law that is expected to advance the green and high-quality development of the mining sector.
The draft mineral resources law was submitted to an ongoing session of the National People's Congress Standing Committee, China's top legislature, for a second reading on Tuesday.
New regulations, including promoting digital, intelligent and green construction in the mineral sector, as well as encouraging and supporting the green and low-carbon transformation of the mining industry, were added to the draft.
The draft renews the principles to be followed and the measures to be taken for ecological restoration in mining areas, with the aim of optimizing the ecological restoration system and ensuring effective ecological restoration in such areas.
The Standing Committee of the 14th National People's Congress started its 10th session Tuesday to review multiple draft laws and law revisions.
",961,http://en.people.cn/n3/2024/0626/c90000-20185816.html
